Name,Chromosome,Region,Identifier,GD1_S1_R1_001 RNA-Seq un-mapped reads [GD1_S1_R1_001] (single) sampled (GE) - Total counts,GD1_S1_R1_001 RNA-Seq un-mapped reads [GD1_S1_R1_001] (single) sampled (GE) - RPKM,GD1_S1_R1_001 RNA-Seq un-mapped reads [GD1_S1_R1_001] (single) sampled (GE) - TPM,GD1_S1_R1_001 RNA-Seq un-mapped reads [GD1_S1_R1_001] (single) sampled (GE) - CPM,GD2_S2_R1_001 RNA-Seq un-mapped reads [GD2_S2_R1_001] (single) sampled (GE) - Total counts,GD2_S2_R1_001 RNA-Seq un-mapped reads [GD2_S2_R1_001] (single) sampled (GE) - RPKM,GD2_S2_R1_001 RNA-Seq un-mapped reads [GD2_S2_R1_001] (single) sampled (GE) - TPM,GD2_S2_R1_001 RNA-Seq un-mapped reads [GD2_S2_R1_001] (single) sampled (GE) - CPM,GD3_S3_R1_001 RNA-Seq un-mapped reads [GD3_S3_R1_001] (single) sampled (GE) - Total counts,GD3_S3_R1_001 RNA-Seq un-mapped reads [GD3_S3_R1_001] (single) sampled (GE) - RPKM,GD3_S3_R1_001 RNA-Seq un-mapped reads [GD3_S3_R1_001] (single) sampled (GE) - TPM,GD3_S3_R1_001 RNA-Seq un-mapped reads [GD3_S3_R1_001] (single) sampled (GE) - CPM,GD4_S4_R1_001 RNA-Seq un-mapped reads [GD4_S4_R1_001] (single) sampled (GE) - Total counts,GD4_S4_R1_001 RNA-Seq un-mapped reads [GD4_S4_R1_001] (single) sampled (GE) - RPKM,GD4_S4_R1_001 RNA-Seq un-mapped reads [GD4_S4_R1_001] (single) sampled (GE) - TPM,GD4_S4_R1_001 RNA-Seq un-mapped reads [GD4_S4_R1_001] (single) sampled (GE) - CPM,GD5_S5_R1_001 RNA-Seq un-mapped reads [GD5_S5_R1_001] (single) sampled (GE) - Total counts,GD5_S5_R1_001 RNA-Seq un-mapped reads [GD5_S5_R1_001] (single) sampled (GE) - RPKM,GD5_S5_R1_001 RNA-Seq un-mapped reads [GD5_S5_R1_001] (single) sampled (GE) - TPM,GD5_S5_R1_001 RNA-Seq un-mapped reads [GD5_S5_R1_001] (single) sampled (GE) - CPM,GD6_S6_R1_001 RNA-Seq un-mapped reads [GD6_S6_R1_001] (single) sampled (GE) - Total counts,GD6_S6_R1_001 RNA-Seq un-mapped reads [GD6_S6_R1_001] (single) sampled (GE) - RPKM,GD6_S6_R1_001 RNA-Seq un-mapped reads [GD6_S6_R1_001] (single) sampled (GE) - TPM,GD6_S6_R1_001 RNA-Seq un-mapped reads [GD6_S6_R1_001] (single) sampled (GE) - CPM,GD7_S7_R1_001 RNA-Seq un-mapped reads [GD7_S7_R1_001] (single) sampled (GE) - Total counts,GD7_S7_R1_001 RNA-Seq un-mapped reads [GD7_S7_R1_001] (single) sampled (GE) - RPKM,GD7_S7_R1_001 RNA-Seq un-mapped reads [GD7_S7_R1_001] (single) sampled (GE) - TPM,GD7_S7_R1_001 RNA-Seq un-mapped reads [GD7_S7_R1_001] (single) sampled (GE) - CPM,GD8_S8_R1_001 RNA-Seq un-mapped reads [GD8_S8_R1_001] (single) sampled (GE) - Total counts,GD8_S8_R1_001 RNA-Seq un-mapped reads [GD8_S8_R1_001] (single) sampled (GE) - RPKM,GD8_S8_R1_001 RNA-Seq un-mapped reads [GD8_S8_R1_001] (single) sampled (GE) - TPM,GD8_S8_R1_001 RNA-Seq un-mapped reads [GD8_S8_R1_001] (single) sampled (GE) - CPM,GD9_S9_R1_001 RNA-Seq un-mapped reads [GD9_S9_R1_001] (single) sampled (GE) - Total counts,GD9_S9_R1_001 RNA-Seq un-mapped reads [GD9_S9_R1_001] (single) sampled (GE) - RPKM,GD9_S9_R1_001 RNA-Seq un-mapped reads [GD9_S9_R1_001] (single) sampled (GE) - TPM,GD9_S9_R1_001 RNA-Seq un-mapped reads [GD9_S9_R1_001] (single) sampled (GE) - CPM,GD10_S10_R1_001 RNA-Seq un-mapped reads [GD10_S10_R1_001] (single) sampled (GE) - Total counts,GD10_S10_R1_001 RNA-Seq un-mapped reads [GD10_S10_R1_001] (single) sampled (GE) - RPKM,GD10_S10_R1_001 RNA-Seq un-mapped reads [GD10_S10_R1_001] (single) sampled (GE) - TPM,GD10_S10_R1_001 RNA-Seq un-mapped reads [GD10_S10_R1_001] (single) sampled (GE) - CPM,GD11_S11_R1_001 RNA-Seq un-mapped reads [GD11_S11_R1_001] (single) sampled (GE) - Total counts,GD11_S11_R1_001 RNA-Seq un-mapped reads [GD11_S11_R1_001] (single) sampled (GE) - RPKM,GD11_S11_R1_001 RNA-Seq un-mapped reads [GD11_S11_R1_001] (single) sampled (GE) - TPM,GD11_S11_R1_001 RNA-Seq un-mapped reads [GD11_S11_R1_001] (single) sampled (GE) - CPM,GD12_S12_R1_001 RNA-Seq un-mapped reads [GD12_S12_R1_001] (single) sampled (GE) - Total counts,GD12_S12_R1_001 RNA-Seq un-mapped reads [GD12_S12_R1_001] (single) sampled (GE) - RPKM,GD12_S12_R1_001 RNA-Seq un-mapped reads [GD12_S12_R1_001] (single) sampled (GE) - TPM,GD12_S12_R1_001 RNA-Seq un-mapped reads [GD12_S12_R1_001] (single) sampled (GE) - CPM,GD13_S13_R1_001 RNA-Seq un-mapped reads [GD13_S13_R1_001] (single) sampled (GE) - Total counts,GD13_S13_R1_001 RNA-Seq un-mapped reads [GD13_S13_R1_001] (single) sampled (GE) - RPKM,GD13_S13_R1_001 RNA-Seq un-mapped reads [GD13_S13_R1_001] (single) sampled (GE) - TPM,GD13_S13_R1_001 RNA-Seq un-mapped reads [GD13_S13_R1_001] (single) sampled (GE) - CPM
PA14_41110,PA14 ref,3665234..3667063,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4383093,31,51.97672603,59.92889159,138.7420453,23,37.0247366,42.26671266,99.0964467,18,23.97514161,26.61392815,62.46153652,28,38.29080565,42.08480853,102.1891868,23,31.24586629,34.7250356,83.82338257,26,30.96684468,33.52778548,87.30975769,32,37.16662337,40.36653676,92.49881526,31,35.51302546,38.99960405,96.5881393,26,29.85578233,32.66809728,81.51932391,29,34.09840393,37.26641782,91.59642966,54,61.31305797,68.3554892,184.1570363,35,40.53554403,47.83419165,155.0543433,38,44.07765495,50.29186954,147.0711366
PA14_41130,PA14 ref,3667060..3668907,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4383092,34,56.4514714,65.08824945,152.1686948,32,51.01093015,58.23307673,137.8733171,22,29.01753251,32.21130193,76.34187796,21,28.43838244,31.25616867,76.64189013,30,40.35850883,44.852354,109.3348468,43,50.71555544,54.90970362,144.3969069,25,28.75360219,31.22918454,72.26469942,33,37.43596578,41.11133377,102.8196322,45,51.17015641,55.99021419,141.0911375,41,47.73852901,52.17381939,129.4984005,74,83.20320577,92.75994416,252.363346,39,44.72822785,52.78179124,172.7748397,31,35.60784582,40.62795852,119.9790852
PA14_41140,PA14 ref,3668914..3669996,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4383091,12,33.99782276,39.19931073,53.70659818,12,32.64134312,37.26271669,51.70249393,11,24.75734076,27.48221882,38.17093898,11,25.41860961,27.93718492,40.14575197,9,20.65997904,22.96042942,32.80045405,15,30.18821956,32.6847685,50.37101405,20,39.25145474,42.63086466,57.81175954,15,29.03620615,31.88690708,46.73619644,15,29.10509358,31.84669616,47.03037918,17,33.77595269,36.91400829,53.69445876,19,36.45318261,40.64020313,64.79599425,7,13.69899272,16.16557169,31.01086867,18,35.28011746,40.25402592,69.66527525
PA14_41150,PA14 ref,3670001..3671020,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4383090,8,24.06512552,27.74696309,35.80439879,15,43.32178259,49.45529678,64.62811741,5,11.94839574,13.26347726,17.35042681,8,19.62806004,21.57288504,29.19691053,6,14.62402438,16.25238239,21.86696937,10,21.36852404,23.13568908,33.58067603,13,27.08927604,29.42156586,37.5776437,7,14.38715548,15.79964984,21.810225,10,20.60184075,22.54246532,31.35358612,6,12.65721687,13.83317335,18.95098545,15,30.55634425,34.06605262,51.1547323,6,12.46723455,14.71202869,26.58074457,7,14.56746026,16.62122933,27.09205149
PA14_41160,PA14 ref,3671022..3672632,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4383089,8,15.23676476,17.56790959,35.80439879,11,20.11464518,22.96248417,47.39395277,14,21.18225837,23.51365057,48.58119507,11,17.08774314,18.78086361,40.14575197,7,10.80235196,12.00517383,25.51146426,14,18.94118705,20.50761266,47.01294645,12,15.83215102,17.19524262,34.68705572,20,26.02624561,28.58143626,62.31492858,16,20.87039361,22.83631496,50.16573779,25,33.39116804,36.49347407,78.96243936,12,15.47732893,17.25505831,40.92378584,12,15.78718714,18.629757,53.16148915,16,21.08193239,24.05413343,61.92468911
fabI,PA14 ref,3672654..3673451,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4383088,7,26.91494302,31.03278766,31.32884894,13,47.99054613,54.78506561,56.01103509,10,30.54477106,33.90663361,34.70085362,14,43.90487114,48.2551376,51.09459342,17,52.96169229,58.85887858,61.95641321,10,27.31315103,29.57193341,33.58067603,23,61.26030615,66.53459948,66.48352347,11,28.8979385,31.73506466,34.27321072,11,28.9664979,31.69504522,34.48894473,15,40.44599377,44.20374942,47.37746362,18,46.86837764,52.25168974,61.38567877,6,15.93556296,18.8048487,26.58074457,8,21.28007085,24.28020611,30.96234456
ppiD,PA14 ref,complement(3673549..3675414),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4383087,169,277.8902959,320.4060488,756.3679244,181,285.7473205,326.2035331,779.8459501,217,283.4574398,314.6557404,753.0085236,232,311.1457749,341.975316,846.7104052,265,353.061253,392.3739693,965.791147,239,279.1649942,302.2517837,802.5781572,277,315.5166977,342.6815573,800.6928696,252,283.1170145,310.9127235,785.1681002,279,314.1946324,343.7907171,874.7650527,324,373.6117392,408.3232519,1023.353214,231,257.2235024,286.7682501,787.7828775,146,165.8289183,195.687327,646.798118,164,186.5598494,212.8616783,634.7280634
PA14_41200,PA14 ref,complement(3675521..3675594),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4384235,8,331.708487,382.4581399,35.80439879,3,119.4276169,136.3362236,12.92562348,4,131.7552827,146.2567223,13.88034145,0,0,0,0,3,100.787195,112.0096624,10.93348468,0,0,0,0,1,28.72251722,31.19542326,2.890587977,3,84.98976015,93.33383882,9.347239288,6,170.3827911,186.4322807,18.81215167,6,174.4643407,190.6734705,18.95098545,1,28.07880282,31.30394025,3.410315487,5,143.2047212,168.9895187,22.15062048,5,143.4248018,163.6453081,19.35146535
hupB,PA14 ref,complement(3675646..3675918),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4383086,290,3259.370023,3758.036484,1297.909456,269,2902.718121,3313.686039,1158.997572,348,3107.108096,3449.087099,1207.589706,454,4161.795807,4574.162823,1656.924672,398,3624.40106,4027.971401,1450.508968,421,3361.198387,3639.16762,1413.746461,341,2654.886445,2883.462676,985.6905001,559,4292.65741,4714.099605,1741.702254,449,3456.128581,3781.684347,1407.776017,497,3917.24635,4281.189803,1569.773294,306,2328.997843,2596.507044,1043.556539,277,2150.483791,2537.690224,1227.144374,317,2464.805129,2812.301565,1226.882903
lon,PA14 ref,complement(3676054..3678450),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4383085,465,595.2278388,686.2945657,2081.130679,450,553.0440331,631.3442142,1938.843522,513,521.6618735,579.0777733,1780.153791,471,491.7455467,540.46962,1718.968107,467,484.3559847,538.288126,1701.979116,650,591.0442821,639.9233149,2182.743942,823,729.7700224,792.6006121,2378.953905,686,599.9749943,658.8790146,2137.40205,681,597.0150447,653.2518673,2135.179215,727,652.6096927,713.2423421,2296.227737,630,546.1133866,608.8400895,2148.498757,399,352.7962117,416.3191098,1767.619514,399,353.3383979,403.153222,1544.246935
clpX,PA14 ref,complement(3678582..3679862),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4383084,642,1537.744613,1773.011447,2873.303003,558,1283.217579,1464.896004,2404.165968,662,1259.646329,1398.287336,2297.19651,583,1138.956107,1251.808335,2127.724855,570,1106.220111,1229.39567,2077.36209,1220,2075.799479,2247.466939,4096.842476,1191,1976.136091,2146.274343,3442.690281,1059,1733.101104,1903.252566,3299.575469,926,1519.035958,1662.12407,2903.342075,1015,1704.920196,1863.320891,3205.875038,994,1612.306339,1797.496197,3389.853594,757,1252.465585,1477.978901,3353.60394,782,1295.816773,1478.505338,3026.56918
clpP,PA14 ref,complement(3679967..3680608),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4383083,213,1017.988546,1173.735436,953.2921177,261,1197.624607,1367.184747,1124.529243,283,1074.462279,1192.721292,982.0341575,260,1013.504969,1113.927008,948.8995921,269,1041.677001,1157.665805,980.3691266,306,1038.869739,1124.783688,1027.568687,317,1049.490357,1139.847724,916.3163887,296,966.5709794,1061.466462,922.260943,295,965.5909473,1056.546389,924.9307905,332,1112.731029,1216.112623,1048.621195,322,1042.152202,1161.854032,1098.121587,209,689.9701613,814.2030832,925.895936,215,710.8687218,811.0893618,832.1130099
tig,PA14 ref,complement(3680702..3682012),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4383082,222,519.5754218,599.0677271,993.5720663,195,438.1745516,500.2114686,840.1655264,310,576.3665496,639.8034342,1075.726462,274,523.0406388,574.8655522,999.9941855,326,618.2024645,687.0381633,1188.105336,467,776.4060064,840.6143505,1568.217571,455,737.6713614,801.1822282,1315.21753,406,649.2327368,712.9727571,1264.99305,444,711.68281,778.720953,1392.099224,517,848.5452258,927.3818501,1632.943246,283,448.5326382,500.051195,965.1192828,147,237.6477432,280.4375263,651.2282421,165,267.1574112,304.8221528,638.5983565
PA14_41260,PA14 ref,3682244..3682951,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4383081,9,39.00385811,44.97124314,40.27994863,5,20.80424588,23.74971879,21.5427058,7,24.09930666,26.75175923,24.29059753,7,24.74299941,27.19463263,25.54729671,9,31.60276454,35.12167381,32.80045405,4,12.3140647,13.33243099,13.43227041,4,12.00828403,13.04215436,11.56235191,6,17.76622105,19.51046348,18.69447858,6,17.80837082,19.48585985,18.81215167,7,21.2741357,23.25067272,22.10948302,5,14.67395063,16.3594038,17.05157743,8,23.94836015,28.2603941,35.44099277,5,14.99072788,17.10417062,19.35146535
PA14_41270,PA14 ref,3682952..3684238,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4383080,8,19.07259366,21.99060012,35.80439879,9,20.60056795,23.51720406,38.77687045,7,13.25742744,14.7165855,24.29059753,9,17.50054304,19.23456534,32.84652434,4,7.726757246,8.587117347,14.57797958,9,15.24188428,16.50237962,30.22260843,15,24.7723342,26.9051436,43.35881965,15,24.43373058,26.83257215,46.73619644,12,19.59335903,21.438988,37.62430334,14,23.40650828,25.58115973,44.21896604,13,20.98819605,23.39890483,44.33410133,10,16.46798658,19.43313813,44.30124096,7,11.5453065,13.17300227,27.09205149
PA14_41280,PA14 ref,3684343..3686175,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4383079,8,13.39139555,15.44020859,35.80439879,11,17.67850157,20.18143044,47.39395277,10,13.29772357,14.76131676,34.70085362,15,20.47935888,22.5085339,54.74420723,15,20.34438743,22.60969727,54.66742342,17,20.21441391,21.88613468,57.08714926,20,23.19112138,25.18779401,57.81175954,14,16.01189153,17.58389835,43.62045001,13,14.90345927,16.30731534,40.75966195,17,19.95600478,21.81007691,53.69445876,15,17.00353035,18.95655956,51.1547323,9,10.40636599,12.28008941,39.87111686,12,13.89647834,15.85565014,46.44351683
PA14_41290,PA14 ref,3686172..3686288,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4383078,0,0,0,0,0,0,0,0,1,20.83310026,23.12606292,3.470085362,1,21.38955261,23.50891319,3.649613816,4,84.99432971,94.45829082,14.57797958,0,0,0,0,3,54.49913524,59.19131593,8.671763931,1,17.91806909,19.67721958,3.115746429,1,17.96057912,19.65240566,3.135358612,3,55.17248381,60.29844792,9.475492723,2,35.51848562,39.59814664,6.820630974,0,0,0,0,1,18.14262451,20.70043213,3.87029307
PA14_41300,PA14 ref,complement(3686462..3686683),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4383077,3,41.46356087,47.80726748,13.42664954,7,92.88814646,106.039285,30.15978813,6,65.87764137,73.12836113,20.82051217,7,78.91010624,86.72882838,25.54729671,11,123.1843495,136.9006985,40.08944384,9,88.36173456,95.66920078,30.22260843,10,95.74172406,103.9847442,28.90587977,14,132.2062936,145.1859715,43.62045001,9,85.19139553,93.21614037,28.21822751,12,116.3095605,127.115647,37.90197089,6,56.15760565,62.6078805,20.46189292,7,66.82886988,78.86177541,31.01086867,11,105.178188,120.0065593,42.57322376
PA14_41320,PA14 ref,complement(3687017..3687098),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4384234,1,37.41833542,43.14314382,4.475549848,1,35.92538069,41.01170953,4.308541161,3,89.17583161,98.99083031,10.41025609,3,91.55771908,100.6296162,10.94884145,1,30.31809932,33.69396349,3.644494895,1,26.58035918,28.77854007,3.358067603,5,129.6016021,140.7598367,14.45293988,2,51.13205082,56.15206563,6.231492858,3,76.88003987,84.12188278,9.406075835,3,78.7217147,86.03559033,9.475492723,0,0,0,0,3,77.54011732,91.50164186,13.29037229,2,51.7728553,59.07196486,7.740586139
PA14_41330,PA14 ref,complement(3687156..3687228),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4384233,0,0,0,0,2,80.70907442,92.13589537,8.617082322,1,33.39003741,37.06505975,3.470085362,1,34.28188568,37.67866908,3.649613816,0,0,0,0,0,0,0,0,0,0,0,0,1,28.71800115,31.53746152,3.115746429,1,28.78613365,31.49769127,3.135358612,1,29.47571053,32.2142393,3.158497574,0,0,0,0,2,58.06657187,68.52177746,8.860248191,3,87.23371509,99.53221477,11.61087921
PA14_41340,PA14 ref,complement(3687283..3687356),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4384232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
folD,PA14 ref,3687635..3688489,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4383076,19,68.18452232,78.61639541,85.03544712,8,27.56380085,31.46629409,34.46832929,16,45.61352479,50.63390619,55.52136579,23,67.32080241,73.99121098,83.94111776,14,40.70781055,45.24054981,51.02292852,24,61.18145832,66.24113083,80.59362248,25,62.14813667,67.49886904,72.26469942,25,61.29865742,67.31680383,77.89366073,19,46.6975057,51.09625472,59.57181362,20,50.33279224,55.00911039,63.16995149,16,38.88339479,43.34955001,54.56504779,7,17.35205744,20.47639081,31.01086867,8,19.86139946,22.6615257,30.96234456
cysS,PA14 ref,complement(3688547..3689929),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4383075,53,117.5850222,135.5749118,237.204142,66,140.584353,160.4883384,284.3637166,80,140.9962534,156.5147859,277.606829,53,95.90500052,105.4076433,193.4295322,62,111.4513499,123.8612512,225.9586835,83,130.8068869,141.6245435,278.7196111,88,135.2429733,146.8869098,254.371742,75,113.6883993,124.8500375,233.6809822,79,120.0358878,131.3428673,247.6933303,76,118.2438482,129.2296454,240.0458157,38,57.09153546,63.64908169,129.5919885,31,47.5071049,56.06102039,137.333847,32,49.11495745,56.03934772,123.8493782
glnS,PA14 ref,complement(3689939..3691609),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4383074,44,80.79315032,93.15407715,196.9241933,49,86.38430855,98.61463129,211.1185169,66,96.27360876,106.8698132,229.0256339,60,89.85916176,98.76275918,218.9768289,56,83.31580614,92.59286676,204.0917141,65,84.78355142,91.79510388,218.2743942,93,118.2934551,128.4780987,268.8246819,68,85.31188372,93.68758766,211.8707572,65,81.74159436,89.44137945,203.7983098,76,97.86429802,106.9566724,240.0458157,61,75.85141589,84.56372608,208.0292447,38,48.19768713,56.87594575,168.3447156,40,50.81237743,57.97607563,154.8117228
ppiB,PA14 ref,3691732..3692229,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4382898,48,295.7400968,340.9867753,214.8263927,48,283.9403582,324.1407404,206.8099757,55,269.1987956,298.8277408,190.8546949,56,281.4143548,309.2979904,204.3783737,57,284.5517996,316.2361152,207.736209,47,205.7042254,222.7158503,157.8291774,37,157.916169,171.5121865,106.9517551,41,172.5963402,189.5414103,127.7456036,46,194.10409,212.3880467,144.2264961,43,185.7916774,203.0532072,135.8153957,92,383.8564049,427.9462354,313.7490248,69,293.6559463,346.5303143,305.6785626,76,323.944211,369.6149448,294.1422733
PA14_41400,PA14 ref,3692234..3692956,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4382897,16,67.90159899,78.2901863,71.60879757,10,40.74524504,46.51397208,43.08541161,9,30.3419842,33.68152733,31.23076826,14,48.45931835,53.26085727,51.09459342,11,37.82424009,42.03589913,40.08944384,9,27.13181891,29.37560522,30.22260843,15,44.09681067,47.8933884,43.35881965,6,17.39762725,19.10568208,18.69447858,16,46.50374012,50.88423707,50.16573779,20,59.5221817,65.05226747,63.16995149,16,45.98243782,51.26399067,54.56504779,10,29.31438276,34.59259858,44.30124096,11,32.29537723,36.84848707,42.57322376
PA14_41420,PA14 ref,3693088..3694419,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4382896,6,13.82118696,15.93575583,26.85329909,5,11.05811267,12.6237244,21.5427058,11,20.12927931,22.34477701,38.17093898,6,11.27287232,12.38983263,21.89768289,16,29.8628726,33.18804813,58.31191831,20,32.72656836,35.43303733,67.16135207,28,44.67947123,48.52621396,80.93646336,20,31.47768894,34.56808845,62.31492858,23,36.28522402,39.7031709,72.11324807,16,25.84656899,28.24792155,50.53596119,11,17.15926839,19.13018571,37.51347036,9,14.32047212,16.89895187,39.87111686,13,20.71691582,23.63765561,50.3138099
PA14_41430,PA14 ref,complement(3694468..3695091),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4382895,8,39.33722441,45.35561274,35.80439879,3,14.16289046,16.16807779,12.92562348,9,35.15585669,39.02523118,31.23076826,11,44.11595225,48.48713345,40.14575197,9,35.85698285,39.84959144,32.80045405,5,17.46465907,18.90897665,16.79033802,6,20.43717571,22.19674347,17.34352786,10,33.59637955,36.89478671,31.15746429,5,16.83804292,18.42413031,15.67679306,11,37.93108262,41.45518295,34.74347332,2,6.659716054,7.424652495,6.820630974,5,16.98261116,20.0404237,22.15062048,5,17.00871047,19.40665512,19.35146535
PA14_41440,PA14 ref,3695262..3696125,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4382894,84,298.3072851,343.9467299,375.9461873,144,490.9802027,560.4933635,620.4299272,198,558.5875008,620.0675621,687.0769017,219,634.3339195,697.1862067,799.2654256,192,552.4631431,613.9788903,699.7430197,119,300.1980843,325.0242986,399.6100448,133,327.1840445,355.353421,384.4482009,189,458.5905808,503.6138386,588.8760751,152,369.6885868,404.5120166,476.574509,148,368.5828432,402.8271313,467.457641,171,411.2374663,458.4722916,583.1639483,132,323.8017862,382.1040785,584.7763806,171,420.1151487,479.3443816,661.8201149
PA14_41450,PA14 ref,complement(3696181..3696648),https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4382893,16,104.8992651,120.9483006,71.60879757,22,138.4815956,158.0878718,94.78790554,29,151.0399769,167.6639562,100.6324755,28,149.7268682,164.5623923,102.1891868,24,127.4914946,141.6874362,87.46787747,28,130.4027878,141.1870257,94.0258929,25,113.5398651,123.3152415,72.26469942,28,125.4264836,137.7405371,87.24090002,30,134.7043434,147.3930425,94.06075835,25,114.9426746,125.6217665,78.96243936,26,115.4350783,128.6939766,88.66820266,11,49.81565942,58.78524285,48.73136505,16,72.57049802,82.80172853,61.92468911
acnB,PA14 ref,3697030..3699639,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4382892,207,243.348209,280.5792043,926.4388186,223,251.697897,287.3333795,960.8046789,342,319.3929785,354.5464681,1186.769194,258,247.3812395,271.8927408,941.6003644,306,291.4719341,323.9267939,1115.215438,175,146.1410552,158.2268391,587.6618306,296,241.0490487,261.80251,855.6140412,261,209.6414084,230.2234691,813.209818,274,220.605458,241.3857551,859.0882596,330,272.0574201,297.333726,1042.3042,164,130.561054,145.5573252,559.2917399,78,63.33928357,74.7438699,345.5496795,97,78.88913621,90.01118937,375.4184277
nasS,PA14 ref,3699817..3701025,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4382891,4,10.15154178,11.70467426,17.90219939,4,9.746505264,11.12641913,17.23416464,8,16.12885182,17.90404871,27.7606829,4,8.279826816,9.10022446,14.59845526,4,8.225257714,9.141124918,14.57797958,8,14.42242814,15.61515491,26.86454083,7,12.30625634,13.36578102,20.23411584,4,6.936026745,7.616988225,12.46298572,8,13.90496448,15.21476567,25.08286889,5,8.898787711,9.725556117,15.79248787,1,1.718636401,1.916039354,3.410315487,1,1.753043733,2.068688898,4.430124096,6,10.53442713,12.01960575,23.22175842
nasT,PA14 ref,3701042..3701620,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene&cmd=Retrieve&dopt=full_report&list_uids=4382890,7,37.09520644,42.77057782,31.32884894,10,50.87877748,58.08221384,43.08541161,6,25.25878477,28.03885349,20.82051217,4,17.2889648,19.0020231,14.59845526,7,30.05628499,33.40299662,25.51146426,6,22.5864192,24.45430348,20.14840562,6,22.02555725,23.92187898,17.34352786,6,21.72449828,23.85735431,18.69447858,9,32.66405839,35.74090356,28.21822751,13,48.3116568,52.80019533,41.06046847,4,14.35462113,16.00339605,13.64126195,4,14.64200258,17.27837566,17.72049638,6,21.99675717,25.09793326,23.22175842
